Class,URL,X,Y,Width,Height,Location
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178402/HAW-4260-Orthophoto_56.jpg,190,132,57,41,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10178403/HAW-4260-Orthophoto_63.jpg,317,820,61,73,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178403/HAW-4260-Orthophoto_63.jpg,630,728,27,23,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178403/HAW-4260-Orthophoto_63.jpg,806,769,23,26,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178403/HAW-4260-Orthophoto_63.jpg,686,927,28,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,863,275,20,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,271,244,47,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,599,257,28,35,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,791,556,22,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,926,581,28,22,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,183,693,30,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178404/HAW-4260-Orthophoto_64.jpg,390,337,35,16,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,826,201,29,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,787,452,27,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,771,405,19,47,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,853,924,32,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,287,531,24,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,895,72,34,35,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,821,105,30,19,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178405/HAW-4260-Orthophoto_65.jpg,373,675,22,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178406/HAW-4260-Orthophoto_66.jpg,534,301,29,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178406/HAW-4260-Orthophoto_66.jpg,378,301,20,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178406/HAW-4260-Orthophoto_66.jpg,622,1,32,31,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178406/HAW-4260-Orthophoto_66.jpg,801,581,74,90,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,505,469,26,44,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,634,548,43,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,661,91,22,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,675,267,36,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,741,536,28,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,591,747,34,21,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,943,604,30,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,829,907,40,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,670,356,39,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,855,408,32,41,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,855,212,22,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178409/HAW-4260-Orthophoto_73.jpg,393,316,41,17,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,150,432,27,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,179,564,26,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,191,709,27,19,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,117,707,32,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,131,319,39,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,503,936,22,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,429,197,22,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,42,493,27,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,439,124,36,23,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178413/HAW-4260-Orthophoto_74.jpg,899,307,34,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,279,640,48,44,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,22,575,49,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,91,608,34,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,163,681,35,19,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,182,365,29,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,117,359,21,41,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,505,957,46,23,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,494,313,35,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,755,853,31,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178416/HAW-4260-Orthophoto_75.jpg,790,836,36,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,107,747,40,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,121,371,32,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,306,175,29,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,219,291,42,21,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,358,264,32,37,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,563,1,31,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,499,184,44,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,654,273,31,39,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,781,15,38,22,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,519,485,42,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,354,520,35,48,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,97,600,34,35,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,327,659,26,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,815,207,36,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,179,640,38,43,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,370,29,28,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,403,31,27,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,443,280,30,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,114,203,24,26,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178419/HAW-4260-Orthophoto_76.jpg,19,300,20,35,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178422/HAW-4260-Orthophoto_77.jpg,241,233,77,79,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,574,947,81,53,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,743,868,30,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,701,647,21,37,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,695,588,26,41,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,819,749,24,30,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,673,1,70,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,793,325,32,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,806,128,31,48,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,699,495,34,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,913,523,32,18,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178424/HAW-4260-Orthophoto_83.jpg,813,471,32,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,307,496,39,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,239,847,42,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,69,869,25,18,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,149,860,32,13,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,758,881,49,48,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,407,388,31,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,414,343,24,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,303,315,47,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,1,271,37,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,150,276,25,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,241,152,41,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,295,156,30,25,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,343,160,24,23,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178427/HAW-4260-Orthophoto_84.jpg,338,51,45,22,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178430/HAW-4260-Orthophoto_85.jpg,210,96,36,59,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178430/HAW-4260-Orthophoto_85.jpg,557,604,30,39,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178430/HAW-4260-Orthophoto_85.jpg,451,645,32,43,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178430/HAW-4260-Orthophoto_85.jpg,690,708,29,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178430/HAW-4260-Orthophoto_85.jpg,382,361,28,39,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,434,493,36,39,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,641,33,22,46,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,709,237,30,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,602,315,35,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,550,641,28,26,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,651,589,26,42,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,371,179,30,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,902,481,27,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,894,841,24,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,358,720,24,25,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178433/HAW-4260-Orthophoto_86.jpg,838,573,23,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178436/HAW-4260-Orthophoto_87.jpg,175,613,32,35,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178436/HAW-4260-Orthophoto_87.jpg,170,887,35,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178436/HAW-4260-Orthophoto_87.jpg,86,731,25,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178436/HAW-4260-Orthophoto_87.jpg,33,940,32,29,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,266,96,76,71,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,625,377,84,76,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,570,421,39,107,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,586,1,69,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,822,333,19,47,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,793,435,25,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,834,20,29,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178439/HAW-4260-Orthophoto_93.jpg,846,677,33,35,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,189,836,32,25,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,161,773,30,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,69,473,30,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,26,415,43,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,281,245,28,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,571,120,28,41,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,506,120,28,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,410,356,35,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,559,241,20,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,359,353,28,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,438,332,21,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,1,255,20,21,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,190,453,39,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,522,451,27,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,365,436,24,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,443,431,19,25,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,627,487,30,20,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,559,563,24,28,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,542,685,27,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,787,668,30,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,861,711,50,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,121,733,29,23,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178443/HAW-4260-Orthophoto_94.jpg,650,959,48,32,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,353,420,69,63,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,382,357,75,74,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,293,247,34,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,218,53,23,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,545,300,24,40,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,757,420,42,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,853,196,26,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178446/HAW-4260-Orthophoto_95.jpg,945,197,30,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178449/HAW-4260-Orthophoto_96.jpg,327,940,28,37,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178449/HAW-4260-Orthophoto_96.jpg,419,811,32,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178449/HAW-4260-Orthophoto_96.jpg,399,729,28,47,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178449/HAW-4260-Orthophoto_96.jpg,265,791,26,25,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178449/HAW-4260-Orthophoto_96.jpg,287,599,42,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178449/HAW-4260-Orthophoto_96.jpg,462,556,25,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178452/HAW-4260-Orthophoto_97.jpg,142,261,25,27,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178496/HAW-4267_orthophoto_10_13.jpg,559,162,102,96,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178496/HAW-4267_orthophoto_10_13.jpg,735,184,91,93,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178499/HAW-4267_orthophoto_10_14.jpg,157,93,81,66,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178499/HAW-4267_orthophoto_10_14.jpg,339,368,90,66,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178499/HAW-4267_orthophoto_10_14.jpg,34,672,177,113,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178499/HAW-4267_orthophoto_10_14.jpg,937,789,53,78,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178499/HAW-4267_orthophoto_10_14.jpg,617,51,44,66,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178494/HAW-4267_orthophoto_10_9.jpg,525,292,97,100,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178506/HAW-4267_orthophoto_11_11.jpg,912,547,88,96,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178509/HAW-4267_orthophoto_11_13.jpg,854,485,89,98,"Hawaii, HI, USA"
